V : 0.08  , I : 0.65  , P : 0.05  , D : 0.00
V : 26.44  , I : 0.05  , P : 1.32  , D : 0.48
V : 26.44  , I : 0.15  , P : 3.97  , D : 0.48
V : 13.47  , I : 1.10  , P : 14.82  , D : 0.48
V : 13.43  , I : 1.05  , P : 14.11  , D : 0.48
V : 13.40  , I : 0.95  , P : 12.73  , D : 0.48
V : 13.47  , I : 1.15  , P : 15.49  , D : 0.48
V : 13.47  , I : 1.00  , P : 13.47  , D : 0.48
V : 13.64  , I : 1.00  , P : 13.64  , D : 0.47
V : 13.61  , I : 1.15  , P : 15.65  , D : 0.47
V : 13.61  , I : 1.05  , P : 14.29  , D : 0.47
V : 13.61  , I : 1.05  , P : 14.29  , D : 0.47
V : 13.61  , I : 1.10  , P : 14.97  , D : 0.47
V : 13.64  , I : 1.20  , P : 16.37  , D : 0.47
V : 13.61  , I : 1.15  , P : 15.65  , D : 0.47
V : 13.64  , I : 1.10  , P : 15.01  , D : 0.47
V : 13.68  , I : 1.05  , P : 14.36  , D : 0.47
V : 13.61  , I : 1.15  , P : 15.65  , D : 0.47
V : 13.64  , I : 0.90  , P : 12.28  , D : 0.47
V : 13.61  , I : 1.15  , P : 15.65  , D : 0.47
V : 13.61  , I : 1.15  , P : 15.65  , D : 0.47
V : 13.61  , I : 1.05  , P : 14.29  , D : 0.47
V : 13.64  , I : 1.10  , P : 15.01  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.64  , I : 1.15  , P : 15.69  , D : 0.47
V : 13.64  , I : 1.05  , P : 14.32  , D : 0.47
V : 13.64  , I : 1.15  , P : 15.69  , D : 0.47
V : 13.61  , I : 1.10  , P : 14.97  , D : 0.47
V : 13.75  , I : 1.15  , P : 15.81  , D : 0.47
V : 13.75  , I : 1.20  , P : 16.49  , D : 0.47
V : 13.78  , I : 1.05  , P : 14.47  , D : 0.47
V : 13.78  , I : 1.10  , P : 15.16  , D : 0.47
V : 13.75  , I : 1.00  , P : 13.75  , D : 0.47
V : 13.75  , I : 1.00  , P : 13.75  , D : 0.47
V : 13.75  , I : 1.05  , P : 14.43  , D : 0.47
V : 13.75  , I : 1.15  , P : 15.81  , D : 0.47
V : 13.75  , I : 1.05  , P : 14.43  , D : 0.47
V : 13.78  , I : 1.05  , P : 14.47  , D : 0.47
V : 13.78  , I : 1.15  , P : 15.85  , D : 0.47
V : 13.75  , I : 1.00  , P : 13.75  , D : 0.47
V : 13.75  , I : 1.00  , P : 13.75  , D : 0.47
V : 13.75  , I : 1.20  , P : 16.49  , D : 0.47
V : 13.75  , I : 1.05  , P : 14.43  , D : 0.47
V : 13.78  , I : 1.05  , P : 14.47  , D : 0.47
V : 13.75  , I : 1.05  , P : 14.43  , D : 0.47
V : 13.75  , I : 1.20  , P : 16.49  , D : 0.47
V : 13.78  , I : 1.10  , P : 15.16  , D : 0.47
V : 13.78  , I : 1.00  , P : 13.78  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.61  , I : 1.10  , P : 14.97  , D : 0.47
V : 13.64  , I : 1.05  , P : 14.32  , D : 0.47
V : 13.64  , I : 1.10  , P : 15.01  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.05  , P : 14.36  , D : 0.47
V : 13.68  , I : 1.15  , P : 15.73  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.64  , I : 1.10  , P : 15.01  , D : 0.47
V : 13.68  , I : 1.15  , P : 15.73  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.15  , P : 15.73  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.64  , I : 1.15  , P : 15.69  , D : 0.47
V : 13.68  , I : 1.00  , P : 13.68  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.47  , I : 1.10  , P : 14.82  , D : 0.48
V : 13.47  , I : 1.05  , P : 14.14  , D : 0.48
V : 13.47  , I : 1.10  , P : 14.82  , D : 0.48
V : 13.47  , I : 1.10  , P : 14.82  , D : 0.48
V : 13.47  , I : 1.10  , P : 14.82  , D : 0.48
V : 13.47  , I : 1.20  , P : 16.16  , D : 0.48
V : 13.47  , I : 1.00  , P : 13.47  , D : 0.48
V : 13.47  , I : 1.05  , P : 14.14  , D : 0.48
V : 13.47  , I : 1.05  , P : 14.14  , D : 0.48
V : 13.47  , I : 1.10  , P : 14.82  , D : 0.48
V : 13.47  , I : 1.10  , P : 14.82  , D : 0.48
V : 13.47  , I : 1.05  , P : 14.14  , D : 0.48
V : 13.47  , I : 1.20  , P : 16.16  , D : 0.48
V : 13.47  , I : 1.10  , P : 14.82  , D : 0.48
V : 13.47  , I : 1.05  , P : 14.14  , D : 0.48
V : 13.47  , I : 1.05  , P : 14.14  , D : 0.48
V : 13.47  , I : 1.05  , P : 14.14  , D : 0.48
V : 13.47  , I : 1.10  , P : 14.82  , D : 0.48
V : 13.47  , I : 1.10  , P : 14.82  , D : 0.48
V : 13.47  , I : 1.05  , P : 14.14  , D : 0.48
V : 13.68  , I : 1.05  , P : 14.36  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.15  , P : 15.73  , D : 0.47
V : 13.68  , I : 1.15  , P : 15.73  , D : 0.47
V : 13.68  , I : 1.05  , P : 14.36  , D : 0.47
V : 13.68  , I : 1.15  , P : 15.73  , D : 0.47
V : 13.68  , I : 1.00  , P : 13.68  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.00  , P : 13.68  , D : 0.47
V : 13.68  , I : 1.20  , P : 16.41  , D : 0.47
V : 13.68  , I : 1.00  , P : 13.68  , D : 0.47
V : 13.68  , I : 1.15  , P : 15.73  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.15  , P : 15.73  , D : 0.47
V : 13.68  , I : 1.05  , P : 14.36  , D : 0.47
V : 13.68  , I : 1.05  , P : 14.36  , D : 0.47
V : 13.78  , I : 1.15  , P : 15.85  , D : 0.47
V : 13.78  , I : 1.20  , P : 16.54  , D : 0.47
V : 13.78  , I : 1.15  , P : 15.85  , D : 0.47
V : 13.78  , I : 1.05  , P : 14.47  , D : 0.47
V : 13.78  , I : 1.10  , P : 15.16  , D : 0.47
V : 13.78  , I : 1.00  , P : 13.78  , D : 0.47
V : 13.78  , I : 1.10  , P : 15.16  , D : 0.47
V : 13.78  , I : 1.10  , P : 15.16  , D : 0.47
V : 13.78  , I : 1.15  , P : 15.85  , D : 0.47
V : 13.78  , I : 1.10  , P : 15.16  , D : 0.47
V : 13.78  , I : 1.10  , P : 15.16  , D : 0.47
V : 13.78  , I : 1.05  , P : 14.47  , D : 0.47
V : 13.78  , I : 0.95  , P : 13.09  , D : 0.47
V : 13.78  , I : 1.15  , P : 15.85  , D : 0.47
V : 13.78  , I : 1.10  , P : 15.16  , D : 0.47
V : 13.78  , I : 1.15  , P : 15.85  , D : 0.47
V : 13.78  , I : 1.15  , P : 15.85  , D : 0.47
V : 13.78  , I : 1.10  , P : 15.16  , D : 0.47
V : 13.78  , I : 1.00  , P : 13.78  , D : 0.47
V : 13.78  , I : 1.00  , P : 13.78  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.20  , P : 16.41  , D : 0.47
V : 13.68  , I : 1.05  , P : 14.36  , D : 0.47
V : 13.68  , I : 1.15  , P : 15.73  , D : 0.47
V : 13.68  , I : 1.00  , P : 13.68  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.05  , P : 14.36  , D : 0.47
V : 13.68  , I : 1.15  , P : 15.73  , D : 0.47
V : 13.68  , I : 1.05  , P : 14.36  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.15  , P : 15.73  , D : 0.47
V : 13.68  , I : 1.20  , P : 16.41  , D : 0.47
V : 13.68  , I : 1.05  , P : 14.36  , D : 0.47
V : 13.68  , I : 1.05  , P : 14.36  , D : 0.47
V : 13.68  , I : 1.05  , P : 14.36  , D : 0.47
V : 13.47  , I : 1.15  , P : 15.49  , D : 0.48
V : 13.47  , I : 1.05  , P : 14.14  , D : 0.48
V : 13.47  , I : 1.10  , P : 14.82  , D : 0.48
V : 13.47  , I : 1.15  , P : 15.49  , D : 0.48
V : 13.47  , I : 1.10  , P : 14.82  , D : 0.48
V : 13.47  , I : 1.15  , P : 15.49  , D : 0.48
V : 13.47  , I : 1.05  , P : 14.14  , D : 0.48
V : 13.47  , I : 1.05  , P : 14.14  , D : 0.48
V : 13.47  , I : 1.00  , P : 13.47  , D : 0.48
V : 13.47  , I : 0.95  , P : 12.79  , D : 0.48
V : 13.47  , I : 1.30  , P : 17.51  , D : 0.48
V : 13.47  , I : 1.05  , P : 14.14  , D : 0.48
V : 13.47  , I : 1.00  , P : 13.47  , D : 0.48
V : 13.50  , I : 1.05  , P : 14.18  , D : 0.48
V : 13.47  , I : 1.00  , P : 13.47  , D : 0.48
V : 13.47  , I : 1.10  , P : 14.82  , D : 0.48
V : 13.47  , I : 1.10  , P : 14.82  , D : 0.48
V : 13.47  , I : 1.10  , P : 14.82  , D : 0.48
V : 13.50  , I : 1.05  , P : 14.18  , D : 0.48
V : 13.47  , I : 1.05  , P : 14.14  , D : 0.48
V : 13.68  , I : 1.20  , P : 16.41  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.05  , P : 14.36  , D : 0.47
V : 13.68  , I : 1.15  , P : 15.73  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.00  , P : 13.68  , D : 0.47
V : 13.68  , I : 1.15  , P : 15.73  , D : 0.47
V : 13.68  , I : 1.05  , P : 14.36  , D : 0.47
V : 13.68  , I : 1.15  , P : 15.73  , D : 0.47
V : 13.68  , I : 1.20  , P : 16.41  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 0.95  , P : 12.99  , D : 0.47
V : 13.68  , I : 1.05  , P : 14.36  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.15  , P : 15.73  , D : 0.47
V : 13.68  , I : 1.00  , P : 13.68  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.05  , P : 14.36  , D : 0.47
V : 13.78  , I : 1.10  , P : 15.16  , D : 0.47
V : 13.78  , I : 1.10  , P : 15.16  , D : 0.47
V : 13.78  , I : 1.10  , P : 15.16  , D : 0.47
V : 13.78  , I : 1.10  , P : 15.16  , D : 0.47
V : 13.78  , I : 1.10  , P : 15.16  , D : 0.47
V : 13.78  , I : 1.10  , P : 15.16  , D : 0.47
V : 13.78  , I : 1.10  , P : 15.16  , D : 0.47
V : 13.78  , I : 1.10  , P : 15.16  , D : 0.47
V : 13.78  , I : 0.95  , P : 13.09  , D : 0.47
V : 13.78  , I : 1.15  , P : 15.85  , D : 0.47
V : 13.78  , I : 1.05  , P : 14.47  , D : 0.47
V : 13.78  , I : 1.10  , P : 15.16  , D : 0.47
V : 13.78  , I : 1.10  , P : 15.16  , D : 0.47
V : 13.78  , I : 1.05  , P : 14.47  , D : 0.47
V : 13.78  , I : 1.00  , P : 13.78  , D : 0.47
V : 13.81  , I : 1.05  , P : 14.51  , D : 0.47
V : 13.78  , I : 1.05  , P : 14.47  , D : 0.47
V : 13.78  , I : 1.05  , P : 14.47  , D : 0.47
V : 13.78  , I : 1.05  , P : 14.47  , D : 0.47
V : 13.78  , I : 1.00  , P : 13.78  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.15  , P : 15.73  , D : 0.47
V : 13.68  , I : 1.00  , P : 13.68  , D : 0.47
V : 13.68  , I : 0.95  , P : 12.99  , D : 0.47
V : 13.68  , I : 1.00  , P : 13.68  , D : 0.47
V : 13.68  , I : 1.00  , P : 13.68  , D : 0.47
V : 13.68  , I : 1.15  , P : 15.73  , D : 0.47
V : 13.68  , I : 1.00  , P : 13.68  , D : 0.47
V : 13.68  , I : 1.05  , P : 14.36  , D : 0.47
V : 13.68  , I : 1.05  , P : 14.36  , D : 0.47
V : 13.68  , I : 1.25  , P : 17.09  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.05  , P : 14.36  , D : 0.47
V : 13.68  , I : 1.15  , P : 15.73  , D : 0.47
V : 13.68  , I : 1.15  , P : 15.73  , D : 0.47
V : 13.68  , I : 1.05  , P : 14.36  , D : 0.47
V : 13.68  , I : 1.10  , P : 15.04  , D : 0.47
V : 13.68  , I : 1.00  , P : 13.68  , D : 0.47
V : 13.68  , I : 1.00  , P : 13.68  , D : 0.47
V : 13.68  , I : 1.05  , P : 14.36  , D : 0.47
V : 13.47  , I : 1.10  , P : 14.82  , D : 0.48
V : 13.50  , I : 1.10  , P : 14.85  , D : 0.48
V : 13.47  , I : 1.15  , P : 15.49  , D : 0.48
V : 13.47  , I : 1.05  , P : 14.14  , D : 0.48
V : 13.50  , I : 1.10  , P : 14.85  , D : 0.48
V : 13.50  , I : 1.05  , P : 14.18  , D : 0.48
V : 13.50  , I : 0.95  , P : 12.83  , D : 0.48
V : 13.50  , I : 1.10  , P : 14.85  , D : 0.48
V : 13.47  , I : 1.10  , P : 14.82  , D : 0.48
V : 13.50  , I : 1.05  , P : 14.18  , D : 0.48
V : 13.47  , I : 1.10  , P : 14.82  , D : 0.48
V : 13.50  , I : 1.05  , P : 14.18  , D : 0.48
V : 13.50  , I : 1.15  , P : 15.53  , D : 0.48
V : 13.50  , I : 1.15  , P : 15.53  , D : 0.48
V : 13.47  , I : 1.10  , P : 14.82  , D : 0.48
V : 13.47  , I : 1.00  , P : 13.47  , D : 0.48
V : 13.47  , I : 1.00  , P : 13.47  , D : 0.48
V : 13.50  , I : 1.15  , P : 15.53  , D : 0.48
V : 13.47  , I : 1.10  , P : 14.82  , D : 0.48
V : 13.47  , I : 1.10  , P : 14.82  , D : 0.48
V : 13.47  , I : 1.15  , P : 15.49  , D : 0.48
V : 13.33  , I : 1.00  , P : 13.33  , D : 0.48
V : 13.40  , I : 1.05  , P : 14.07  , D : 0.48
V : 13.40  , I : 1.05  , P : 14.07  , D : 0.48
V : 13.33  , I : 1.05  , P : 14.00  , D : 0.48
V : 13.33  , I : 1.10  , P : 14.66  , D : 0.48
V : 13.33  , I : 1.05  , P : 14.00  , D : 0.48
V : 13.40  , I : 1.10  , P : 14.74  , D : 0.48
V : 13.40  , I : 1.10  , P : 14.74  , D : 0.48
V : 13.40  , I : 1.05  , P : 14.07  , D : 0.48
V : 13.40  , I : 1.10  , P : 14.74  , D : 0.48
V : 13.33  , I : 1.10  , P : 14.66  , D : 0.48
V : 13.36  , I : 1.05  , P : 14.03  , D : 0.48
V : 13.33  , I : 1.10  , P : 14.66  , D : 0.48
V : 13.36  , I : 1.00  , P : 13.36  , D : 0.48
V : 13.40  , I : 1.10  , P : 14.74  , D : 0.48
V : 13.33  , I : 1.00  , P : 13.33  , D : 0.48
V : 13.40  , I : 1.00  , P : 13.40  , D : 0.48
V : 13.36  , I : 1.15  , P : 15.37  , D : 0.48
V : 13.40  , I : 1.15  , P : 15.41  , D : 0.48
V : 13.33  , I : 1.05  , P : 14.00  , D : 0.48
V : 13.50  , I : 1.10  , P : 14.85  , D : 0.48
V : 13.50  , I : 1.10  , P : 14.85  , D : 0.48
V : 13.50  , I : 1.05  , P : 14.18  , D : 0.48
V : 13.50  , I : 0.95  , P : 12.83  , D : 0.48
V : 13.50  , I : 1.10  , P : 14.85  , D : 0.48
V : 13.50  , I : 1.10  , P : 14.85  , D : 0.48
V : 13.50  , I : 1.00  , P : 13.50  , D : 0.48
V : 13.47  , I : 1.05  , P : 14.14  , D : 0.48
V : 13.50  , I : 1.20  , P : 16.20  , D : 0.48
V : 13.50  , I : 1.00  , P : 13.50  , D : 0.48
V : 13.47  , I : 1.10  , P : 14.82  , D : 0.48
V : 13.50  , I : 1.20  , P : 16.20  , D : 0.48
V : 13.50  , I : 1.20  , P : 16.20  , D : 0.48
V : 13.50  , I : 1.05  , P : 14.18  , D : 0.48
V : 13.47  , I : 0.95  , P : 12.79  , D : 0.48
V : 13.50  , I : 1.10  , P : 14.85  , D : 0.48
V : 13.50  , I : 1.05  , P : 14.18  , D : 0.48
V : 13.50  , I : 1.10  , P : 14.85  , D : 0.48
V : 13.50  , I : 1.05  , P : 14.18  , D : 0.48
V : 13.50  , I : 1.00  , P : 13.50  , D : 0.48
V : 13.36  , I : 1.10  , P : 14.70  , D : 0.48
V : 13.40  , I : 1.00  , P : 13.40  , D : 0.48
V : 13.40  , I : 1.05  , P : 14.07  , D : 0.48
V : 13.40  , I : 1.00  , P : 13.40  , D : 0.48
V : 13.40  , I : 1.10  , P : 14.74  , D : 0.48
V : 13.40  , I : 1.20  , P : 16.08  , D : 0.48
V : 13.40  , I : 1.10  , P : 14.74  , D : 0.48
V : 13.40  , I : 1.05  , P : 14.07  , D : 0.48
V : 13.40  , I : 1.10  , P : 14.74  , D : 0.48
V : 13.40  , I : 1.10  , P : 14.74  , D : 0.48
V : 13.40  , I : 1.00  , P : 13.40  , D : 0.48
V : 13.40  , I : 1.00  , P : 13.40  , D : 0.48
V : 13.40  , I : 1.05  , P : 14.07  , D : 0.48
V : 13.40  , I : 1.05  , P : 14.07  , D : 0.48
V : 13.40  , I : 1.00  , P : 13.40  , D : 0.48
V : 13.40  , I : 1.05  , P : 14.07  , D : 0.48
V : 13.40  , I : 1.15  , P : 15.41  , D : 0.48
V : 13.36  , I : 1.00  , P : 13.36  , D : 0.48
V : 13.40  , I : 1.00  , P : 13.40  , D : 0.48
V : 13.40  , I : 1.10  , P : 14.74  , D : 0.49
V : 13.26  , I : 1.05  , P : 13.92  , D : 0.49
V : 13.26  , I : 1.20  , P : 15.91  , D : 0.49
V : 13.26  , I : 1.00  , P : 13.26  , D : 0.49
V : 13.26  , I : 1.10  , P : 14.59  , D : 0.49
V : 13.26  , I : 1.10  , P : 14.59  , D : 0.49
V : 13.26  , I : 1.10  , P : 14.59  , D : 0.49
V : 13.26  , I : 1.10  , P : 14.59  , D : 0.49
V : 13.26  , I : 1.10  , P : 14.59  , D : 0.49
V : 13.26  , I : 1.00  , P : 13.26  , D : 0.49
V : 13.26  , I : 1.00  , P : 13.26  , D : 0.49
V : 13.26  , I : 1.25  , P : 16.58  , D : 0.49
V : 13.26  , I : 1.10  , P : 14.59  , D : 0.49
V : 13.26  , I : 1.00  , P : 13.26  , D : 0.49
V : 13.26  , I : 1.00  , P : 13.26  , D : 0.49
V : 13.26  , I : 1.05  , P : 13.92  , D : 0.49
V : 13.26  , I : 1.25  , P : 16.58  , D : 0.49
V : 13.26  , I : 1.10  , P : 14.59  , D : 0.49
V : 13.26  , I : 1.00  , P : 13.26  , D : 0.49
V : 13.26  , I : 1.05  , P : 13.92  , D : 0.49
V : 13.26  , I : 1.15  , P : 15.25  , D : 0.49
V : 13.19  , I : 1.05  , P : 13.85  , D : 0.49
V : 13.19  , I : 1.05  , P : 13.85  , D : 0.49
V : 13.19  , I : 1.20  , P : 15.83  , D : 0.49
V : 13.19  , I : 1.10  , P : 14.51  , D : 0.49
V : 13.19  , I : 1.10  , P : 14.51  , D : 0.49
V : 13.19  , I : 1.00  , P : 13.19  , D : 0.49
V : 13.19  , I : 1.00  , P : 13.19  , D : 0.49
V : 13.19  , I : 1.15  , P : 15.17  , D : 0.49
V : 13.19  , I : 1.10  , P : 14.51  , D : 0.49
V : 13.19  , I : 1.00  , P : 13.19  , D : 0.49
V : 13.19  , I : 1.10  , P : 14.51  , D : 0.49
V : 13.19  , I : 1.00  , P : 13.19  , D : 0.49
V : 13.19  , I : 1.10  , P : 14.51  , D : 0.49
V : 13.19  , I : 1.10  , P : 14.51  , D : 0.49
V : 13.19  , I : 1.10  , P : 14.51  , D : 0.49
V : 13.19  , I : 1.05  , P : 13.85  , D : 0.49
V : 13.19  , I : 1.10  , P : 14.51  , D : 0.49
V : 13.19  , I : 1.05  , P : 13.85  , D : 0.49
V : 13.19  , I : 1.10  , P : 14.51  , D : 0.49
V : 13.19  , I : 1.10  , P : 14.51  , D : 0.49
V : 13.26  , I : 1.05  , P : 13.92  , D : 0.49
V : 13.26  , I : 1.05  , P : 13.92  , D : 0.49
V : 13.26  , I : 1.00  , P : 13.26  , D : 0.49
V : 13.26  , I : 1.05  , P : 13.92  , D : 0.49
V : 13.26  , I : 1.10  , P : 14.59  , D : 0.49
V : 13.26  , I : 1.15  , P : 15.25  , D : 0.49
V : 13.26  , I : 1.00  , P : 13.26  , D : 0.49
V : 13.26  , I : 1.10  , P : 14.59  , D : 0.49
V : 13.26  , I : 1.10  , P : 14.59  , D : 0.49
V : 13.26  , I : 1.10  , P : 14.59  , D : 0.49
V : 13.26  , I : 1.15  , P : 15.25  , D : 0.49
V : 13.26  , I : 1.20  , P : 15.91  , D : 0.49
V : 13.26  , I : 1.10  , P : 14.59  , D : 0.49
V : 13.26  , I : 1.05  , P : 13.92  , D : 0.49
V : 13.26  , I : 1.05  , P : 13.92  , D : 0.49
V : 13.26  , I : 1.20  , P : 15.91  , D : 0.49
V : 13.26  , I : 1.15  , P : 15.25  , D : 0.49
V : 13.26  , I : 1.15  , P : 15.25  , D : 0.49
V : 13.26  , I : 1.20  , P : 15.91  , D : 0.49
V : 13.26  , I : 1.05  , P : 13.92  , D : 0.49
V : 13.19  , I : 1.05  , P : 13.85  , D : 0.49
V : 13.19  , I : 1.00  , P : 13.19  , D : 0.49
V : 13.19  , I : 1.05  , P : 13.85  , D : 0.49
V : 13.19  , I : 1.05  , P : 13.85  , D : 0.49
V : 13.19  , I : 1.10  , P : 14.51  , D : 0.49
V : 13.19  , I : 1.05  , P : 13.85  , D : 0.49
V : 13.19  , I : 0.90  , P : 11.87  , D : 0.49
V : 13.19  , I : 1.10  , P : 14.51  , D : 0.49
V : 13.19  , I : 1.15  , P : 15.17  , D : 0.49
V : 13.19  , I : 1.15  , P : 15.17  , D : 0.49
V : 13.19  , I : 1.05  , P : 13.85  , D : 0.49
V : 13.19  , I : 1.15  , P : 15.17  , D : 0.49
V : 13.19  , I : 1.05  , P : 13.85  , D : 0.49
V : 13.19  , I : 1.10  , P : 14.51  , D : 0.49
V : 13.19  , I : 1.10  , P : 14.51  , D : 0.49
V : 13.19  , I : 1.15  , P : 15.17  , D : 0.49
V : 13.19  , I : 1.20  , P : 15.83  , D : 0.49
V : 13.23  , I : 1.05  , P : 13.89  , D : 0.49
V : 13.19  , I : 1.05  , P : 13.85  , D : 0.49
V : 13.19  , I : 1.10  , P : 14.51  , D : 0.50
V : 12.98  , I : 1.20  , P : 15.58  , D : 0.50
V : 12.98  , I : 1.10  , P : 14.28  , D : 0.50
V : 12.98  , I : 1.10  , P : 14.28  , D : 0.50
V : 12.98  , I : 1.05  , P : 13.63  , D : 0.50
V : 12.98  , I : 1.05  , P : 13.63  , D : 0.50
V : 12.98  , I : 1.05  , P : 13.63  , D : 0.50
V : 12.98  , I : 1.10  , P : 14.28  , D : 0.50
V : 12.98  , I : 1.15  , P : 14.93  , D : 0.50
V : 12.98  , I : 1.05  , P : 13.63  , D : 0.50
V : 12.98  , I : 0.95  , P : 12.33  , D : 0.50
V : 12.98  , I : 1.00  , P : 12.98  , D : 0.50
V : 12.98  , I : 1.15  , P : 14.93  , D : 0.50
V : 12.98  , I : 1.00  , P : 12.98  , D : 0.50
V : 12.98  , I : 1.15  , P : 14.93  , D : 0.50
V : 12.98  , I : 1.05  , P : 13.63  , D : 0.50
V : 12.98  , I : 1.05  , P : 13.63  , D : 0.50
V : 12.98  , I : 0.90  , P : 11.69  , D : 0.50
V : 12.98  , I : 1.10  , P : 14.28  , D : 0.50
V : 12.98  , I : 1.15  , P : 14.93  , D : 0.50
V : 12.98  , I : 1.05  , P : 13.63  , D : 0.49
V : 13.19  , I : 1.05  , P : 13.85  , D : 0.49
V : 13.19  , I : 1.10  , P : 14.51  , D : 0.49
V : 13.19  , I : 1.10  , P : 14.51  , D : 0.49
V : 13.19  , I : 1.10  , P : 14.51  , D : 0.49
V : 13.19  , I : 1.05  , P : 13.85  , D : 0.49
V : 13.19  , I : 1.15  , P : 15.17  , D : 0.49
V : 13.19  , I : 1.00  , P : 13.19  , D : 0.49
V : 13.19  , I : 1.00  , P : 13.19  , D : 0.49
V : 13.19  , I : 1.05  , P : 13.85  , D : 0.49
V : 13.19  , I : 1.00  , P : 13.19  , D : 0.49
V : 13.19  , I : 1.10  , P : 14.51  , D : 0.49
V : 13.19  , I : 1.10  , P : 14.51  , D : 0.49
V : 13.19  , I : 1.05  , P : 13.85  , D : 0.49
V : 13.19  , I : 1.05  , P : 13.85  , D : 0.49
V : 13.23  , I : 1.00  , P : 13.23  , D : 0.49
V : 13.19  , I : 1.10  , P : 14.51  , D : 0.49
V : 13.19  , I : 1.00  , P : 13.19  , D : 0.49
V : 13.19  , I : 1.15  , P : 15.17  , D : 0.49
V : 13.19  , I : 1.10  , P : 14.51  , D : 0.49
V : 13.19  , I : 1.10  , P : 14.51  , D : 0.49
V : 13.26  , I : 1.15  , P : 15.25  , D : 0.49
V : 13.26  , I : 1.20  , P : 15.91  , D : 0.49
V : 13.26  , I : 1.15  , P : 15.25  , D : 0.49
V : 13.26  , I : 1.05  , P : 13.92  , D : 0.49
V : 13.26  , I : 1.10  , P : 14.59  , D : 0.49
V : 13.26  , I : 1.10  , P : 14.59  , D : 0.49
V : 13.26  , I : 1.20  , P : 15.91  , D : 0.49
V : 13.26  , I : 1.05  , P : 13.92  , D : 0.49
V : 13.26  , I : 1.10  , P : 14.59  , D : 0.49
V : 13.30  , I : 1.05  , P : 13.96  , D : 0.49
V : 13.26  , I : 1.20  , P : 15.91  , D : 0.49
V : 13.26  , I : 1.20  , P : 15.91  , D : 0.49
V : 13.26  , I : 1.10  , P : 14.59  , D : 0.49
V : 13.26  , I : 1.00  , P : 13.26  , D : 0.49
V : 13.26  , I : 1.05  , P : 13.92  , D : 0.49
V : 13.26  , I : 1.10  , P : 14.59  , D : 0.49
V : 13.30  , I : 1.05  , P : 13.96  , D : 0.49
V : 13.26  , I : 1.10  , P : 14.59  , D : 0.49
V : 13.26  , I : 1.00  , P : 13.26  , D : 0.49
V : 13.26  , I : 1.10  , P : 14.59  , D : 0.48
V : 13.40  , I : 1.15  , P : 15.41  , D : 0.48
V : 13.40  , I : 1.05  , P : 14.07  , D : 0.48
